Пропущенные значения, которые есть в отчете, но нет в РД (J, E):

       Коды работ по выпуску РД|
1348 | АСУ ТП      |(03UBZ) Схемы электрических соединений                                                                                            |03UBZ.E.B00.D-1010      |-       |AKU.1480.03UBZ.0.ET.TB0002                                                   |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <15.11.2022> на <2022-11-15>|Смена дата выпуска рд по графику с заказчиком с <06.06.2021> на <2021-06-06>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <25.10.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1349 | ОРС         |(03UBZ) Электрическое освещение                                                                                                   |03UBZ.E.EEE.D-1080      |-       |AKU.1227.03UBZ.0.EW.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 07.12.2022>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <30.03.2020> на <2020-03-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <02.12.2022> на <2022-12-02>|Смена ожидаемая дата выдачи рд в производство с <25.10.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1350 | Связь       |Система связи и оповещения                                                                                                        |03UBZ.E.EEE.D-1300      |-       |AKU.1480.03UBZ.CSC.SS.TB0001                                                 |Смена статус заказчика с <Выдан в производство (rev.C01)> на <(rev.C01)>                              |-                                                        |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <rev.C01 :: На согласовании AN 23.03.2023>                                                                                                                     |Смена дата выпуска рд по договору подрядчика с <20.12.2022> на <2022-12-20>|Смена дата выпуска рд по графику с заказчиком с <30.07.2021> на <2021-07-30>|Смена дата статуса заказчика с <14.04.2023> на <>          |Смена ожидаемая дата выдачи рд в производство с <в производстве> на <2023-10-24>|JV=>Титан-2=>ТП=>ОЭС           |
1351 | КИП         |(04UBZ) Документация в части КИП                                                                                                  |04UBZ.J.JJJ.D-1180      |-       |AKU.1480.04UBZ.0.AK.TB0001                                                   |Смена статус заказчика с <Выдан в производство (rev.C01)> на <ВК + (rev.C01)>                         |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 28.03.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <30.10.2020> на <2020-10-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <28.03.2023> на <2023-03-21>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1352 | АСУ ТП      |(04UBZ) Журнал контрольных кабелей                                                                                                |04UBZ.E.EEE.D-1320      |-       |AKU.1480.04UBZ.0.ET.MB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                       |Смена дата выпуска рд по договору подрядчика с <30.12.2022> на <2022-12-30>|Смена дата выпуска рд по графику с заказчиком с <05.08.2021> на <2021-08-05>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1353 | АСУ ТП      |(04UBZ) Задание заводу на МЩУ                                                                                                     |04UBZ.J.JJJ.D-1200      |-       |AKU.1480.04UBZ.0.AK.EC0001                                                   |Смена статус заказчика с <ВК - (rev.C01)> на <>                                                       |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <>                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <15.11.2022> на <2022-11-15>|Смена дата выпуска рд по графику с заказчиком с <30.04.2021> на <2021-04-30>|Смена дата статуса заказчика с <18.04.2023> на <>          |Смена ожидаемая дата выдачи рд в производство с <19.06.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1354 | МиЗ         |(04UBZ) Заземление                                                                                                                |04UBZ.E.BAU.D-1000      |-       |AKU.1227.04UBZ.0.ET.TB0003                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <rev.C01 :: Передан в производство 23.08.2021>                                                                                                                 |-                                                                          |Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <16.08.2021> на <2021-08-16>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1355 | АСУ ТП      |(04UBZ) Кабельные журналы силовых кабелей                                                                                         |04UBZ.E.EEE.D-1280      |-       |AKU.1480.04UBZ.0.ET.MB0002                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD elaboration is started / Разработка РД начата> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <15.11.2022> на <2022-11-15>|Смена дата выпуска рд по графику с заказчиком с <06.06.2021> на <2021-06-06>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <25.10.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1356 | АСУ ТП      |(04UBZ) Размещение электрооборудования                                                                                            |04UBZ.E.B00.D-1000      |-       |AKU.1227.04UBZ.0.EM.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: На корректировке у разработчика 11.02.2022>                                                                                                                               |Смена дата выпуска рд по договору подрядчика с <30.09.2022> на <2022-09-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <26.08.2021> на <2021-08-26>|Смена ожидаемая дата выдачи рд в производство с <20.05.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1357 | СКУ ПЗ      |(04UBZ) СКУ ПЗ. Автоматическое пожаротушение                                                                                      |04UBZ.J.CYE.D-1270      |-       |AKU.1480.04UBZ.0.AP.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: На согласовании AN 17.03.2023>                                                                                                                                            |Смена дата выпуска рд по договору подрядчика с <15.12.2022> на <2022-12-15>|Смена дата выпуска рд по графику с заказчиком с <16.06.2021> на <2021-06-16>|Смена дата статуса заказчика с <27.03.2023> на <2023-03-27>|Смена ожидаемая дата выдачи рд в производство с <28.05.2023> на <2023-05-28>    |JV=>Титан-2=>ТП=>ОЭС           |
1358 | СКУ ПЗ      |(04UBZ) СКУ ПЗ. Задание заводу на контроллеры                                                                                     |04UBZ.J.JJJ.D-1290      |-       |AKU.1480.04UBZ.0.AP.EC0001                                                   |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <15.12.2022> на <2022-12-15>|Смена дата выпуска рд по графику с заказчиком с <30.05.2021> на <2021-05-30>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <20.07.2023> на <2023-05-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1359 | СКУ ПЗ      |(04UBZ) СКУ ПЗ. Кабельные журналы                                                                                                 |04UBZ.J.JJJ.D-1130      |-       |AKU.1480.04UBZ.0.AP.MB0001                                                   |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <15.12.2022> на <2022-12-15>|Смена дата выпуска рд по графику с заказчиком с <11.07.2021> на <2021-07-11>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <25.10.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1360 | СКУ ПЗ      |(04UBZ) СКУ ПЗ. Пожарная сигнализация                                                                                             |04UBZ.J.CYE.D-1260      |-       |AKU.1480.04UBZ.0.PS.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD elaboration is started / Разработка РД начата> на <>                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <15.12.2022> на <2022-12-15>|Смена дата выпуска рд по графику с заказчиком с <22.05.2021> на <2021-05-22>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <24.09.2023> на <2023-09-24>    |JV=>Титан-2=>ТП=>ОЭС           |
1361 | АСУ ТП      |(04UBZ) Схемы автоматизации (МЩУ)                                                                                                 |04UBZ.J.JJJ.D-1190      |-       |AKU.1480.04UBZ.0.AK.TB0002                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 20.02.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <15.11.2022> на <2022-11-15>|Смена дата выпуска рд по графику с заказчиком с <30.05.2021> на <2021-05-30>|Смена дата статуса заказчика с <17.02.2023> на <2023-02-17>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1362 | АСУ ТП      |(04UBZ) Схемы электрических соединений                                                                                            |04UBZ.E.B00.D-1010      |-       |AKU.1480.04UBZ.0.ET.TB0002                                                   |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <15.11.2022> на <2022-11-15>|Смена дата выпуска рд по графику с заказчиком с <06.06.2021> на <2021-06-06>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <25.10.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1363 | ОРС         |(04UBZ) Электрическое освещение                                                                                                   |04UBZ.E.EEE.D-1110      |-       |AKU.1227.04UBZ.0.EW.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство с замечаниями 18.01.2023>                                                                                             |Смена дата выпуска рд по договору подрядчика с <30.03.2020> на <2020-03-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <18.01.2023> на <2023-01-18>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1364 | Связь       |Система связи и оповещения                                                                                                        |04UBZ.E.EEE.D-1310      |-       |AKU.1480.04UBZ.CSC.SS.TB0001                                                 |Смена статус заказчика с <ВК - (rev.C01)> на <(rev.C01)>                                              |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: На согласовании AN 24.03.2023>                                                                                                                                            |Смена дата выпуска рд по договору подрядчика с <20.12.2022> на <2022-12-20>|Смена дата выпуска рд по графику с заказчиком с <30.07.2021> на <2021-07-30>|Смена дата статуса заказчика с <06.04.2023> на <>          |Смена ожидаемая дата выдачи рд в производство с <07.06.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1365 | СКУ ПЗ      |(05UBZ, 06UBZ) Автоматические установки водяного пожаротушения                                                                    |05UBZ.J.CYE.D-1030      |-       |AKU.1480.05UBZ.SGC.PT.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 14.02.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <30.05.2020> на <2020-05-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <14.02.2023> на <2023-02-14>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>SEP=>Львовский ТЭП|
1366 | АСУ ТП      |(05UBZ, 06UBZ) Внешние присоединения к МЩУ                                                                                        |05UBZ.J.JJJ.D-1110      |-       |AKU.1480.05UBZ.0.AK.TB0002                                                   |Смена статус заказчика с <Выдан в производство (rev.C01)> на <>                                       |-                                                        |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <>                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <30.12.2022> на <2022-12-30>|Смена дата выпуска рд по графику с заказчиком с <30.05.2021> на <2021-05-30>|Смена дата статуса заказчика с <04.05.2023> на <>          |Смена ожидаемая дата выдачи рд в производство с <в производстве> на <2023-09-24>|JV=>Титан-2=>ТП=>ОЭС           |
1367 | АСУ ТП      |(05UBZ, 06UBZ) Задание заводу на МЩУ                                                                                              |05UBZ.J.JJJ.D-1100      |-       |AKU.1480.05UBZ.0.AK.EC0001                                                   |Смена статус заказчика с <ВК - (rev.C01)> на <>                                                       |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <>                                                                                                                                                                                    |Смена дата выпуска рд по договору подрядчика с <15.11.2022> на <2022-11-15>|Смена дата выпуска рд по графику с заказчиком с <30.05.2021> на <2021-05-30>|Смена дата статуса заказчика с <17.04.2023> на <>          |Смена ожидаемая дата выдачи рд в производство с <20.05.2023> на <2023-07-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1368 | СКУ ПЗ      |(05UBZ, 06UBZ) СКУ ПЗ. Автоматическое пожаротушение                                                                               |05UBZ.J.CYE.D-1130      |-       |AKU.1480.05UBZ.0.AP.TB0001                                                   |Смена статус заказчика с <ВК - (rev.C01)> на <(rev.C01)>                                              |-                                                        |Смена статус текущей ревизии с <Comments from Akkuyu Nuclear to JV / Замечания от Аккую Нуклеар в JV> на <rev.C01 :: На согласовании AN 20.03.2023>                                                                                                                 |Смена дата выпуска рд по договору подрядчика с <20.12.2022> на <2022-12-20>|Смена дата выпуска рд по графику с заказчиком с <25.03.2022> на <2022-03-25>|Смена дата статуса заказчика с <10.05.2023> на <>          |Смена ожидаемая дата выдачи рд в производство с <03.06.2023> на <2023-04-17>    |JV=>Титан-2=>ТП=>ОЭС           |
1369 | СКУ ПЗ      |(05UBZ, 06UBZ) СКУ ПЗ. Кабельные журналы                                                                                          |05UBZ.J.JJJ.D-1140      |-       |AKU.1480.05UBZ.0.AP.MB0001                                                   |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <20.12.2022> на <2022-12-20>|Смена дата выпуска рд по графику с заказчиком с <25.03.2022> на <2022-03-25>|-                                                          |Смена ожидаемая дата выдачи рд в производство с <25.10.2023> на <2023-10-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1370 | СКУ ПЗ      |(05UBZ, 06UBZ) СКУ ПЗ. Пожарная сигнализация                                                                                      |05UBZ.J.CYE.D-1120      |-       |AKU.1227.05UBZ.0.PS.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 14.03.2023>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <30.06.2020> на <2020-06-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <10.03.2023> на <2023-03-10>|Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-05-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1371 | АСУ ТП      |(05UBZ, 06UBZ) Схемы автоматизации (МЩУ)                                                                                          |05UBZ.J.JJJ.D-1090      |-       |AKU.1480.05UBZ.0.AK.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 20.02.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <15.11.2022> на <2022-11-15>|Смена дата выпуска рд по графику с заказчиком с <30.05.2021> на <2021-05-30>|Смена дата статуса заказчика с <17.02.2023> на <2023-02-17>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1372 | ОРС         |(06UBZ) Электрическое освещение                                                                                                   |06UBZ.E.EEE.D-1060      |-       |AKU.1227.06UBZ.0.EW.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <rev.C01 :: Передан в производство 19.12.2022>                                                                                                                 |Смена дата выпуска рд по договору подрядчика с <30.06.2020> на <2020-06-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <16.12.2022> на <2022-12-16>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1373 | КИП         |Документация в части КИП                                                                                                          |50UBH.J.JJJ.D-1030      |-       |AKU.1480.50UBH.0.AK.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 24.02.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <30.03.2020> на <2020-03-30>|Смена дата выпуска рд по графику с заказчиком с <21.07.2021> на <2021-07-21>|Смена дата статуса заказчика с <23.02.2023> на <2023-02-23>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1374 | АСУ ТП      |Электротехнические решения                                                                                                        |50UBH.E.EEE.D-1020      |-       |AKU.1227.50UBH.0.ET.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: На согласовании AN 29.03.2023>                                                                                                                                            |Смена дата выпуска рд по договору подрядчика с <30.03.2020> на <2020-03-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <12.04.2023> на <2022-12-09>|Смена ожидаемая дата выдачи рд в производство с <13.06.2023> на <2023-06-24>    |JV=>Титан-2=>ТП=>ОЭС           |
1375 | МиЗ         |Заземление                                                                                                                        |10UAZ.E.BAU.D-1000      |-       |AKU.1227.10UAZ.0.ET.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 01.02.2023>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <30.10.2019> на <2019-10-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <31.01.2023> на <2023-01-31>|Смена ожидаемая дата выдачи рд в производство с <30.06.2023> на <2023-10-25>    |JV=>Титан-2=>SEP               |
1376 | ОРС         |Освещение                                                                                                                         |10UAZ.E.BJ0.D-1000      |-       |AKU.1227.10UAZ.0.EW.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 11.01.2023>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <30.10.2019> на <2019-10-30>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <25.04.2023> на <2023-01-10>|Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-10-25>    |JV=>Титан-2=>SEP               |
1377 | АСУ ТП      |Схемы электрических соединений                                                                                                    |10UAZ.E.BA0.D-1000      |-       |AKU.1227.10UAZ.0.ET.TB0002                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 22.01.2020>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <30.09.2019> на <2019-09-30>|-                                                                           |Смена дата статуса заказчика с <13.04.2020> на <2020-04-13>|Смена ожидаемая дата выдачи рд в производство с <25.09.2023> на <2023-09-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1378 | АСУ ТП      |(10UAZ, 20UAZ). Внешние присоединения к МПУ                                                                                       |10UAZ.J.CXV.D-1020      |-       |AKU.1480.10UAZ.0.AK.MA0001                                                   |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <18.12.2022> на <2022-12-18>|-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <25.08.2023> на <2023-08-25>    |JV=>Титан-2=>ТП=>ОЭС           |
1379 | АСУ ТП      |(10UAZ, 20UAZ). МПУ. Задание заводу (1 этап)                                                                                      |10UAZ.J.CXV.D-1000      |-       |AKU.1480.10UAZ.CXV.AK.EC0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 05.01.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <26.11.2022> на <2022-11-26>|Смена дата выпуска рд по графику с заказчиком с <30.03.2023> на <>          |Смена дата статуса заказчика с <02.01.2023> на <2023-01-02>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>ТП=>ОЭС           |
1380 | АСУ ТП      |(10UAZ, 20UAZ). МПУ. Программное обеспечение технических средств (2 этап)                                                         |10UAZ.J.CXV.D-1010      |-       |AKU.1480.10UAZ.CXV.AK.EC0002                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD elaboration is started / Разработка РД начата> на <>                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <26.11.2022> на <2022-11-26>|-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <24.11.2023> на <2023-11-24>    |JV=>Титан-2=>ТП=>ОЭС           |
1381 | СКУ ПЗ      |СКУ ПЗ. Кабельные журналы                                                                                                         |10UAZ.J.JJJ.D-1010      |-       |AKU.1480.10UAZ.0.AP.MB0001                                                   |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <20.12.2022> на <2022-12-20>|-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <30.06.2023> на <2023-08-02>    |JV=>Титан-2=>ТП=>ОЭС           |
1382 | СКУ ПЗ      |СКУ ПЗ. Пожарная сигнализация                                                                                                     |10UAZ.J.JJJ.D-1000      |-       |AKU.1480.10UAZ.0.PS.TB0001                                                   |-                                                                                                     |Смена текущая ревизия с <C01> на <>                      |Смена статус текущей ревизии с <DD elaboration is started / Разработка РД начата> на <>                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <20.12.2022> на <2022-12-20>|-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <30.06.2023> на <2023-08-02>    |JV=>Титан-2=>ТП=>ОЭС           |
1383 | СКУ ПЗ      |СКУ ПЗ. Система оповещения и управления эвакуацией (СОУЭ)                                                                         |10UAZ.J.JJJ.D-1020      |-       |AKU.1480.10UAZ.0.PS.TB0002                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD elaboration is started / Разработка РД начата> на <>                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <20.12.2022> на <2022-12-20>|-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <24.09.2023> на <2023-09-24>    |JV=>Титан-2=>ТП=>ОЭС           |
